Customer ID,PurchaseFrequency,TotalQuantity,TotalSpending,Cluster
12715.0,1,197,353.86,0
12716.0,2,708,1053.49,0
12717.0,2,506,1030.98,0
12718.0,1,203,238.25,0
12719.0,2,374,644.95,0
12720.0,25,4672,5781.73,2
12721.0,6,1959,2656.13,0
12722.0,4,566,997.63,0
12723.0,5,434,725.07,0
12724.0,4,445,1031.41,0
12725.0,1,164,427.8,0
12726.0,7,3143,2609.1,0
12727.0,7,2098,3980.7,0
12728.0,4,419,836.33,0
12729.0,1,233,453.01,0
12731.0,12,8437,18895.91,2
12732.0,1,111,236.26000000000002,0
12733.0,1,137,383.95,0
12734.0,1,88,110.39999999999999,0
12735.0,2,368,779.5699999999999,0
12736.0,1,173,234.0,0
12738.0,1,148,155.35,0
12739.0,2,486,1013.04,0
12740.0,1,342,427.6,0
12743.0,2,319,546.43,0
12744.0,7,5241,21279.29,2
12747.0,11,1275,4196.01,0
12748.0,209,25747,33719.73,1
12749.0,5,1471,4090.88,0
12750.0,1,137,275.88,0
12752.0,1,2262,4366.78,0
12753.0,6,11421,21429.39,2
12754.0,3,6481,3010.74,0
12755.0,2,1491,3811.95,0
12756.0,1,144,112.07999999999998,0
12757.0,13,2402,7857.1,2
12758.0,2,2135,2791.59,0
12759.0,3,902,1531.44,0
12762.0,2,1227,1898.52,0
12763.0,2,316,494.08,0
12764.0,1,386,1693.88,0
12766.0,7,3646,6989.63,0
12769.0,1,356,1143.6,0
12770.0,1,743,1351.45,0
12772.0,1,556,892.47,0
12775.0,5,877,1386.04,0
12778.0,6,825,822.23,0
12779.0,8,2024,3981.36,0
12781.0,2,671,826.74,0
12782.0,5,1086,2330.92,0
12783.0,6,624,2225.91,0
12784.0,2,300,574.42,0
12785.0,1,131,311.95,0
12787.0,3,261,463.66,0
12789.0,1,4,91.85,0
12790.0,1,166,324.92,0
12791.0,1,97,192.60000000000002,0
12792.0,1,217,400.53999999999996,0
12793.0,2,295,545.48,0
12794.0,2,592,860.41,0
12795.0,1,68,430.48,0
12797.0,1,118,254.03,0
12798.0,3,5256,6977.04,0
12802.0,1,314,427.58,0
12808.0,3,188,483.65000000000003,0
12809.0,1,220,489.31,0
12811.0,3,230,514.85,0
12812.0,1,164,229.64000000000001,0
12814.0,1,49,125.92,0
12815.0,2,379,1063.46,0
12816.0,2,128,572.2,0
12817.0,1,53,166.04,0
12818.0,1,929,1542.08,0
12820.0,4,722,942.34,0
12821.0,1,70,92.72,0
12822.0,2,550,948.88,0
12823.0,5,230,1759.5,0
12824.0,1,232,397.12,0
12826.0,7,1058,1474.72,0
12827.0,3,197,430.15000000000003,0
12828.0,6,494,1018.71,0
12829.0,2,376,293.0,0
12830.0,6,9848,6814.64,0
12831.0,1,135,215.05,0
12832.0,2,195,383.03,0
12833.0,1,156,417.38,0
12834.0,1,110,312.38,0
12836.0,4,1064,2612.86,0
12837.0,1,24,134.1,0
12838.0,2,359,683.13,0
12839.0,14,3807,5591.42,2
12840.0,4,1511,2726.77,0
12841.0,25,2757,4022.35,2
12842.0,2,547,1118.99,0
12843.0,8,781,1702.26,0
12844.0,2,125,325.96000000000004,0
12845.0,4,204,354.09,0
12847.0,1,909,871.54,0
12849.0,2,623,1050.8899999999999,0
12851.0,1,109,135.18,0
12852.0,1,149,311.55,0
12853.0,6,800,1957.1000000000001,0
12854.0,3,627,1324.5,0
12855.0,1,30,38.1,0
12856.0,6,1079,2179.93,0
12857.0,2,343,1106.4,0
12863.0,1,188,521.2,0
12864.0,1,216,147.12,0
12865.0,2,925,1568.23,0
12866.0,1,171,559.12,0
12867.0,7,4298,4036.82,0
12868.0,6,928,1607.0600000000002,0
12871.0,2,200,380.64,0
12872.0,2,319,599.97,0
12873.0,1,128,374.0,0
12875.0,2,2019,343.2300000000001,0
12876.0,2,1941,2218.02,0
12877.0,12,1178,1535.77,0
12878.0,2,547,854.99,0
12879.0,3,370,573.22,0
12881.0,1,21,298.0,0
12882.0,2,246,1463.04,0
12883.0,4,196,703.47,0
12884.0,1,43,309.05,0
12885.0,3,655,1175.22,0
12886.0,2,770,1378.4,0
12888.0,2,76,354.12,0
12890.0,1,259,380.46999999999997,0
12891.0,3,950,331.0,0
12893.0,1,96,188.14,0
12895.0,2,210,372.8,0
12897.0,2,110,216.5,0
12901.0,28,23075,17654.54,2
12902.0,1,66,138.68,0
12904.0,2,302,509.58,0
12906.0,5,1749,2919.81,0
12908.0,2,1200,750.0,0
12909.0,5,1280,2178.67,0
12910.0,8,1692,3075.04,0
12912.0,5,670,1662.3,0
12913.0,5,1419,2483.63,0
12915.0,2,93,363.65,0
12916.0,4,1119,3006.15,0
12917.0,1,120,594.0,0
12919.0,6,673,1335.19,0
12920.0,1,129,164.23,0
12921.0,37,9526,16587.09,2
12922.0,1,370,405.38,0
12923.0,1,69,176.97,0
12924.0,4,481,933.7,0
12925.0,2,541,694.05,0
12928.0,5,1472,2062.7000000000003,0
12929.0,1,37,117.85,0
12930.0,2,252,415.8,0
12931.0,15,28004,42055.96,2
12933.0,3,499,607.53,0
12935.0,7,1853,2160.7,0
12936.0,4,559,1063.9,0
12937.0,4,1007,1504.27,0
12938.0,1,140,114.14,0
12939.0,8,4876,11581.8,0
12940.0,2,411,913.54,0
12942.0,3,203,683.9,0
12944.0,2,289,604.51,0
12945.0,1,165,462.95,0
12947.0,6,1165,1603.99,0
12948.0,7,1080,2064.95,0
12949.0,8,2381,4167.22,0
12950.0,3,1380,1843.0,0
12951.0,6,503,1064.07,0
12952.0,4,653,1387.79,0
12953.0,1,84,329.85,0
12955.0,11,3664,4757.16,0
12956.0,1,34,108.07,0
12957.0,8,2549,4017.54,0
12962.0,2,129,266.39,0
12963.0,8,881,1856.63,0
12965.0,1,283,771.91,0
12966.0,1,75,160.18,0
12967.0,2,438,1660.9,0
12968.0,1,73,135.95,0
12970.0,4,310,452.24,0
12971.0,86,9289,11189.91,2
12974.0,1,24,144.8,0
12976.0,1,561,738.6,0
12977.0,1,12,39.239999999999995,0
12980.0,9,886,7374.900000000001,0
12981.0,2,242,372.21999999999997,0
12982.0,1,288,390.54,0
12984.0,1,26,97.5,0
12985.0,2,1533,1239.38,0
12987.0,2,219,558.7,0
12988.0,1,136,535.32,0
12989.0,15,2943,6924.110000000001,2
12990.0,3,200,409.5,0
12991.0,2,405,503.76,0
12993.0,4,240,414.76,0
12994.0,3,459,974.4200000000001,0
12995.0,1,108,211.32,0
12997.0,4,664,1226.89,0
12999.0,3,342,455.88,0
13000.0,3,379,534.85,0
13001.0,13,5505,9818.82,2
13002.0,1,73,120.94999999999999,0
13003.0,3,103,149.05,0
13004.0,18,4822,5655.91,2
13005.0,2,172,513.7,0
13006.0,1,55,81.57,0
13008.0,1,175,229.46999999999997,0
13011.0,1,13,50.550000000000004,0
13012.0,8,824,1661.8400000000001,0
13013.0,13,2224,4810.9400000000005,0
13014.0,10,905,3466.2799999999997,0
13015.0,5,1617,3346.28,0
13016.0,3,527,789.89,0
13017.0,1,48,204.0,0
13018.0,28,5435,7277.7,2
13021.0,9,1352,2616.38,0
13023.0,2,286,689.9,0
13026.0,5,1620,975.36,0
13027.0,6,17280,6912.0,2
13028.0,2,798,661.3199999999999,0
13029.0,3,134,1247.5,0
13030.0,2,394,799.48,0
13032.0,2,375,1010.18,0
13033.0,1,83,190.55,0
13034.0,2,369,642.77,0
13035.0,2,644,921.88,0
13037.0,3,431,881.07,0
13038.0,3,360,908.46,0
13040.0,2,355,676.99,0
13043.0,1,254,516.42,0
13044.0,1,429,560.47,0
13045.0,1,221,305.28000000000003,0
13046.0,2,264,629.31,0
13047.0,10,1391,3237.54,0
13048.0,4,1238,1835.91,0
13049.0,2,268,656.6800000000001,0
13050.0,17,3748,5836.86,2
13052.0,1,222,348.15000000000003,0
13055.0,3,894,1214.41,0
13058.0,3,52,271.40000000000003,0
13059.0,1,35,183.4,0
13060.0,1,123,307.53,0
13061.0,1,107,248.61,0
13062.0,1,343,346.98,0
13064.0,4,516,1119.49,0
13065.0,1,74,205.86,0
13066.0,2,322,470.8,0
13067.0,1,32,115.46000000000001,0
13068.0,2,200,344.0,0
13069.0,24,5885,4436.12,2
13070.0,1,110,228.8,0
13072.0,1,69,177.15,0
13075.0,1,485,919.61,0
13077.0,4,863,729.27,0
13078.0,26,5630,12627.94,2
13079.0,5,62,220.10000000000002,0
13080.0,1,120,58.08,0
13081.0,11,19068,28337.38,2
13082.0,9,4324,3613.63,0
13083.0,2,187,303.75,0
13085.0,2,216,416.08000000000004,0
13089.0,97,31070,58825.83,1
13090.0,14,2263,8910.82,2
13091.0,1,466,345.82,0
13092.0,5,279,477.83,0
13093.0,8,3961,7832.47,0
13094.0,12,1716,1927.3200000000002,0
13095.0,1,144,74.39999999999999,0
13097.0,10,2363,6010.42,0
13098.0,28,15968,28882.44,2
13099.0,1,288,207.35999999999999,0
13101.0,1,113,101.19,0
13102.0,24,4204,6424.09,2
13103.0,1,82,243.94,0
13104.0,6,504,1098.48,0
13106.0,1,18,76.5,0
13107.0,4,1293,1531.6200000000001,0
13108.0,1,298,350.06,0
13109.0,2,520,786.54,0
13110.0,7,388,1488.67,0
13113.0,24,3045,12245.960000000001,2
13115.0,4,1567,2294.78,0
13116.0,1,291,501.14,0
13117.0,8,945,984.91,0
13118.0,5,410,1197.81,0
13120.0,1,12,30.599999999999998,0
13121.0,1,252,283.73,0
13122.0,2,585,922.39,0
13124.0,3,2147,3866.33,0
13126.0,8,2143,2099.64,0
13127.0,1,127,259.17,0
13130.0,1,32,64.0,0
13131.0,3,447,1073.3,0
13132.0,1,20,77.3,0
13133.0,2,32,109.8,0
13134.0,4,1059,1793.58,0
13135.0,1,4300,3096.0,0
13136.0,5,1328,2607.61,0
13137.0,8,2226,3650.41,0
13138.0,6,473,962.39,0
13139.0,7,2425,5064.94,0
13140.0,3,186,423.72,0
13141.0,5,1548,2388.75,0
13142.0,1,258,307.09,0
13144.0,1,21,110.95,0
13145.0,4,145,618.52,0
13146.0,1,154,228.91,0
13147.0,4,144,712.8000000000001,0
13148.0,12,1975,3707.12,0
13149.0,4,1280,1676.06,0
13151.0,1,363,1257.8700000000001,0
13153.0,1,418,486.22,0
13155.0,4,497,971.76,0
13157.0,4,1439,1741.22,0
13158.0,4,784,1201.06,0
13159.0,4,1059,1437.85,0
13160.0,1,56,91.8,0
13161.0,1,29,112.75,0
13162.0,4,1713,1688.29,0
13165.0,2,1376,1021.48,0
13166.0,1,216,417.2,0
13167.0,4,785,791.33,0
13168.0,4,682,1319.19,0
13169.0,2,272,712.88,0
13170.0,1,147,116.00999999999999,0
13171.0,3,229,468.41,0
13173.0,2,277,353.65,0
13174.0,3,1395,2817.03,0
13176.0,1,453,492.84,0
13177.0,1,91,282.45,0
13178.0,11,3570,5725.47,0
13182.0,1,201,121.18,0
13183.0,9,2208,3957.78,0
13184.0,10,1692,1701.29,0
13185.0,1,12,71.4,0
13186.0,3,820,1575.89,0
13187.0,1,95,236.02,0
13188.0,1,25,114.60000000000001,0
13189.0,2,842,260.68,0
13192.0,2,595,911.94,0
13193.0,1,50,117.88,0
13194.0,1,26,60.7,0
13196.0,4,1224,1797.78,0
13198.0,6,2648,3401.2400000000002,0
13199.0,38,6176,9817.12,2
13200.0,4,516,870.09,0
13203.0,4,800,869.46,0
13207.0,2,130,250.26000000000002,0
13208.0,6,804,1223.9,0
13209.0,8,4253,5891.61,0
13210.0,1,316,353.48,0
13211.0,3,874,1197.42,0
13212.0,3,310,788.08,0
13213.0,5,1360,1520.58,0
13216.0,1,297,333.74,0
13217.0,3,262,533.98,0
13218.0,1,88,62.63999999999999,0
13220.0,4,196,819.2900000000001,0
13221.0,2,244,847.41,0
13223.0,2,88,163.20000000000002,0
13224.0,2,1518,2155.95,0
13225.0,7,3416,6463.84,0
13226.0,1,80,108.21000000000001,0
13227.0,1,99,257.7,0
13228.0,1,200,358.0,0
13229.0,1,63,160.95,0
13230.0,14,1665,2806.97,0
13232.0,7,778,1357.6,0
13233.0,2,1004,605.12,0
13235.0,1,441,1031.07,0
13236.0,2,416,744.85,0
13238.0,4,298,700.73,0
13239.0,1,327,329.56,0
13240.0,4,298,663.65,0
13242.0,3,130,270.40000000000003,0
13243.0,1,233,600.07,0
13244.0,1,38,121.74000000000001,0
13245.0,1,125,430.5,0
13246.0,6,1602,1987.3,0
13247.0,4,328,501.12,0
13248.0,2,305,465.68,0
13249.0,3,546,711.41,0
13253.0,2,1572,1030.4,0
13255.0,2,177,399.51,0
13258.0,3,287,698.58,0
13259.0,1,132,292.32,0
13260.0,1,142,557.62,0
13261.0,2,210,944.1,0
13262.0,1,125,200.29,0
13263.0,35,4780,7454.07,2
13265.0,5,1752,2107.66,0
13266.0,12,4428,3834.2599999999998,0
13267.0,19,1969,4521.49,2
13268.0,11,3658,3214.69,0
13269.0,15,3514,5346.2300000000005,2
13270.0,1,200,590.0,0
13271.0,1,253,217.38,0
13272.0,2,96,276.56,0
13273.0,1,153,138.98,0
13276.0,2,161,590.9300000000001,0
13277.0,4,176,258.4,0
13278.0,1,537,542.73,0
13279.0,1,73,137.75,0
13280.0,3,522,814.86,0
13282.0,3,307,1132.14,0
13283.0,2,90,93.66,0
13284.0,1,91,201.19,0
13285.0,4,2051,2709.12,0
13291.0,1,233,361.11,0
13292.0,2,347,578.9399999999999,0
13294.0,2,453,873.74,0
13295.0,1,82,201.20000000000002,0
13296.0,1,78,87.4,0
13297.0,4,963,2089.85,0
13298.0,1,96,360.0,0
13299.0,1,30,142.5,0
13300.0,1,203,371.89,0
13301.0,4,345,618.09,0
13302.0,1,5,63.75,0
13304.0,1,238,300.42,0
13305.0,10,1232,2000.86,0
13307.0,1,4,15.0,0
13308.0,3,843,1385.51,0
13309.0,5,1544,1456.79,0
13310.0,3,587,1132.03,0
13311.0,2,305,598.57,0
13313.0,5,851,1555.32,0
13314.0,3,560,775.94,0
13316.0,4,6948,5977.7300000000005,0
13317.0,6,1035,2273.68,0
13318.0,3,304,640.76,0
13319.0,26,4724,10845.550000000001,2
13320.0,4,1096,1548.7,0
13321.0,2,372,567.36,0
13322.0,1,117,199.48000000000002,0
13323.0,5,175,787.85,0
13324.0,10,5205,7121.95,0
13325.0,1,240,675.3,0
13327.0,8,1600,3627.77,0
13328.0,1,680,1308.48,0
13329.0,2,463,789.0,0
13330.0,3,751,1140.93,0
13332.0,1,179,350.9,0
13334.0,3,1774,3536.82,0
13336.0,1,559,795.12,0
13338.0,1,256,487.02,0
13339.0,1,326,860.12,0
13340.0,7,5770,10736.48,0
13341.0,1,301,775.85,0
13343.0,1,135,353.43,0
13344.0,3,971,2543.72,0
13345.0,1,141,389.5,0
13347.0,1,205,341.36,0
13348.0,1,136,233.76,0
13349.0,1,225,247.32,0
13350.0,2,287,979.12,0
13351.0,1,117,373.94,0
13352.0,1,321,397.97999999999996,0
13354.0,1,604,743.53,0
13355.0,1,314,674.7,0
13356.0,1,325,768.24,0
13357.0,1,322,609.95,0
13358.0,1,285,439.03,0
13359.0,1,161,439.56,0
13362.0,4,1382,3090.7400000000002,0
13363.0,2,710,992.5,0
13364.0,1,71,134.95999999999998,0
13365.0,2,1247,2225.37,0
13366.0,1,144,56.160000000000004,0
13368.0,2,327,623.4,0
13369.0,1,149,308.28000000000003,0
13370.0,1,343,754.87,0
13372.0,1,159,378.64,0
13373.0,3,1651,3312.25,0
13375.0,1,442,778.65,0
13376.0,3,493,1019.76,0
13379.0,3,601,572.56,0
13381.0,6,2029,3639.31,0
13382.0,1,131,222.99,0
13384.0,7,2422,4151.93,0
13385.0,1,281,534.57,0
13388.0,2,282,677.1,0
13389.0,3,429,797.96,0
13390.0,1,224,544.08,0
13391.0,1,4,59.8,0
13394.0,8,2392,2520.02,0
13395.0,1,336,307.72,0
13396.0,2,600,1360.99,0
13397.0,5,430,1544.13,0
13398.0,1,281,457.34,0
13402.0,2,479,621.23,0
13403.0,1,44,75.0,0
13404.0,2,111,252.49,0
13405.0,3,165,572.451,0
13408.0,62,16232,28117.04,2
13410.0,5,518,1003.06,0
13411.0,1,72,213.55,0
13414.0,3,1574,1390.5,0
13416.0,2,142,712.5,0
13417.0,2,162,640.83,0
13418.0,18,3918,6127.43,2
13419.0,1,275,221.06,0
13420.0,2,101,159.85,0
13421.0,2,1181,1851.08,0
13422.0,1,1326,2626.3,0
13425.0,3,1123,1624.21,0
13426.0,10,2245,3641.32,0
13427.0,3,545,582.6,0
13428.0,1,156,218.47,0
13429.0,4,1390,1006.8,0
13430.0,2,751,679.45,0
13431.0,2,672,1269.1,0
13434.0,2,300,534.24,0
13435.0,7,2129,3809.8900000000003,0
13436.0,1,76,196.89,0
13437.0,7,1283,3408.06,0
13439.0,1,242,283.71,0
13441.0,1,204,296.64,0
13447.0,3,584,1129.14,0
13448.0,6,1660,3539.37,0
13449.0,1,222,291.88,0
13450.0,6,1982,2043.7199999999998,0
13451.0,5,2149,2976.15,0
13452.0,2,2,590.0,0
13453.0,2,134,356.97999999999996,0
13455.0,2,354,1058.34,0
13456.0,6,765,1766.72,0
13458.0,14,5508,9646.57,2
13460.0,2,286,183.44,0
13461.0,3,1170,1445.0,0
13462.0,1,62,151.5,0
13464.0,1,403,674.68,0
13466.0,1,259,307.9,0
13467.0,2,584,1083.71,0
13468.0,37,2589,5704.97,2
13470.0,2,100,165.0,0
13471.0,4,1590,2531.58,0
13473.0,2,266,422.64,0
13474.0,1,132,229.59,0
13475.0,4,1012,1431.78,0
13476.0,2,417,1238.47,0
13477.0,6,1021,1454.58,0
13479.0,2,134,300.95,0
13481.0,5,1142,1804.56,0
13482.0,1,116,184.64,0
13483.0,1,160,140.34,0
13484.0,1,44,313.8,0
13485.0,1,277,454.24,0
13486.0,3,669,1122.41,0
13487.0,3,265,575.4,0
13488.0,13,4518,8968.31,2
13489.0,4,560,449.52,0
13491.0,10,903,1215.82,0
13492.0,3,408,1269.84,0
13493.0,2,380,618.63,0
13494.0,1,162,316.26000000000005,0
